10000,-16.543357385360935,-843.5587870637228,-99.10770472248078
20000,-16.15954327714371,-841.4467357712383,-114.26728829977128
30000,-15.807214540466816,-839.6228733020071,-128.29821898100033
40000,-15.480584103944693,-840.6550170768478,-144.0287323993366
50000,-15.12829512197436,-839.7941553177297,-159.0208748288835
60000,-14.822062629603465,-839.2533969334763,-172.2605786013204
70000,-14.549325125039786,-838.8047793907353,-184.08514876394497
80000,-14.294853574900344,-838.5808412533479,-195.31243038283242
90000,-14.009082574890044,-837.8044666719998,-207.39575080194777
100000,-13.752774240796043,-838.427031635696,-219.5521907998741
110000,-13.48707148540791,-838.2317560847714,-231.31353924141547
120000,-13.256130008272294,-838.8588359271616,-242.33298555490842
130000,-13.015764847160995,-839.6971850278951,-253.98776690565035
140000,-12.787248431349326,-839.8330378501687,-264.406858439449
150000,-12.55843801330218,-839.9234655038472,-274.7937549052491
160000,-12.305457636245137,-839.6884669979263,-285.9428733668951
170000,-12.067722408139616,-839.2584197324268,-296.21091136614405
180000,-11.83169777159344,-838.5176132036759,-306.09121348197107
190000,-11.603585426921427,-838.3062940641285,-316.14494985266424
200000,-11.388270945240038,-838.1528211447203,-325.6806286089186
210000,-11.180032190997167,-838.0516993030105,-334.950250708138
220000,-10.969319481664002,-837.9971243495129,-344.3777476746328
230000,-10.762138108193767,-838.0168478909236,-353.7206330222041
240000,-10.55547982791802,-838.2836295414545,-363.2870372851436
250000,-10.351577934876786,-838.3815185151798,-372.5605114457244
260000,-10.15622672055349,-838.25111528056,-381.22091285565295
270000,-9.958548139150253,-838.1514438786253,-390.0167776168639
280000,-9.761512374577705,-838.2643252539729,-398.9962683979761
290000,-9.558679738461933,-837.896469723144,-407.75588149235705
300000,-9.378698542925576,-838.1092501430794,-416.06781571142847
310000,-9.1990409142428,-838.4350221389886,-424.4781809980626
320000,-9.018451726199032,-838.7471707831555,-432.9168431041991
330000,-8.825873239274756,-838.6542535989138,-441.48995783154976
340000,-8.640711359330453,-838.7293605239029,-449.8973493540325
350000,-8.468443446121228,-839.1811605038656,-458.10120542841037
360000,-8.28873039924133,-838.8363553967956,-465.84348743093574
370000,-8.11369493037273,-838.8846239811173,-473.76835211434445
380000,-7.936887864716368,-839.016095221552,-481.8561413093154
390000,-7.765817553557326,-839.2210696022357,-489.75927969215604
400000,-7.593870699749914,-839.279848144788,-497.5556666560419
410000,-7.4255472554737025,-839.4429642634805,-505.29333776716385
420000,-7.257577583708098,-839.6361282593953,-513.0451369925308
430000,-7.09362610256801,-839.8144886171376,-520.6013140015772
440000,-6.935144902494699,-840.2441780172576,-528.1626574049961
450000,-6.775574773467611,-840.3981934957901,-535.4973286897476
460000,-6.613018166808615,-840.4662030752061,-542.8803855688184
470000,-6.457742673403118,-840.716168210989,-550.1177479078488
480000,-6.3018822793407026,-840.8775958874285,-557.2928933170969
490000,-6.149575086194886,-841.1977617146749,-564.466882835905
500000,-5.988013959089471,-841.2833292395844,-571.8227010805582
510000,-5.835186437352718,-841.3307709024066,-578.7473812215343
520000,-5.678439301212848,-841.2285206211218,-585.6987520665436
530000,-5.522361695587392,-841.283803322216,-592.7775270207834
540000,-5.356365084823892,-840.8118383890323,-599.7754095719572
550000,-5.203586050557647,-840.7514302271866,-606.5900579520925
560000,-5.055527581621277,-840.7351189791971,-613.2363778062396
570000,-4.911686929566827,-841.0434340399042,-620.017522209397
580000,-4.767359784264158,-841.1817362963775,-626.6505460044904
590000,-4.616036262496664,-841.140520683357,-633.4188888710071
600000,-4.468389738257315,-841.2283606947021,-640.150822473123
610000,-4.321211953318993,-841.2064300680195,-646.7518921686648
620000,-4.175947224644801,-841.1930140392105,-653.2753889301945
630000,-4.031079738514222,-841.1569389202832,-659.7583506871432
640000,-3.88715349298036,-841.1382025227376,-666.2162953386214
650000,-3.7434849878261502,-841.1588932076447,-672.702068755468
660000,-3.596711494741612,-841.0094953252246,-679.1574780618521
670000,-3.459783605974394,-841.1646202959109,-685.4743580270632
680000,-3.321900897325463,-841.2609768809289,-691.775436501283
690000,-3.1857447189984214,-841.3902612793099,-698.031748924381
700000,-3.0467684571916607,-841.4195592415563,-704.3149786679315
710000,-2.9044741797262077,-841.2236404878713,-710.522302400192
720000,-2.771821941615144,-841.4411231194099,-716.7091357467284
730000,-2.635028619516902,-841.3633525962796,-722.787064718019
740000,-2.5004259212696525,-841.3259299739766,-728.8067635168422
750000,-2.360215127628294,-841.2511526657581,-735.0414719224849
760000,-2.2235989564812826,-841.2984065976416,-741.2364535559839
770000,-2.090616573317334,-841.4101884767297,-747.3324426774496
780000,-1.9529782564178504,-841.2656997258964,-753.3816781870931
790000,-1.817759263073981,-841.2031170808223,-759.4039502424931
800000,-1.687437186293323,-841.2211830574888,-765.2865096742893
810000,-1.5570097032448302,-841.2542503954501,-771.1888137494327
820000,-1.4251104899449274,-841.3303844009497,-777.200412353428
830000,-1.290387455920495,-841.2453556764049,-783.1779201599826
840000,-1.1595094234461385,-841.2130686867022,-789.0351446316259
850000,-1.0297972355056118,-841.2544745648265,-794.913598967074
860000,-0.8992558175799559,-841.1619265857844,-800.6954147946864
870000,-0.7699624374502037,-840.9352689873376,-806.2869593020785
880000,-0.6406324245710948,-840.7575046542261,-811.9290455485268
890000,-0.5134040012076184,-840.6127753296496,-817.5095952753068
900000,-0.3872371584956227,-840.6509982938478,-823.2253261615448
910000,-0.26282229033813564,-840.7148417510944,-828.8878386858783
920000,-0.13633314883429648,-840.6892753513821,-834.5542836538388
930000,-0.010388835313619893,-840.7054983728376,-840.2380007837247
940000,0.11788901978422928,-840.4828390040493,-845.7878448943396
950000,0.23882710180805589,-840.6070006994596,-851.3542202808221
960000,0.3619067975253074,-840.4709068035481,-856.756712692187
970000,0.4825121346332253,-840.4594764109097,-862.1725224694048
980000,0.6025887581605502,-840.4433420554851,-867.5598361727099
990000,0.7256804627904785,-840.3871262749053,-873.0427471004768
1000000,0.8479236403494497,-840.4017779692622,-878.5583417849874
